管理类联考::第一章::整数与自然数	<b>【定义】整数与自然数</b>	<div class="latex-box box-purple"><ul><li><b>整数</b>：包括正整数、0 和负整数。</li><li><b>正整数</b>：\(1, 2, 3, \dots\)</li><li><b>自然数</b>：\(0\) 和正整数（即非负整数）。<br><span style="color:#e74c3c">（注：考纲明确规定 0 是自然数）</span></li></ul></div>
管理类联考::第六章::角的概念	<b>【定义】角</b>	<div class="latex-box box-purple">由公共端点的两条射线组成的图形。<br>直角 \(90^\circ\)，平角 \(180^\circ\)，周角 \(360^\circ\)。</div>
管理类联考::第六章::角平分线性质	<b>【性质】角平分线</b>	<div class="latex-box box-green">角平分线上的点到角两边的<b>距离相等</b>。</div>
管理类联考::第六章::对顶角与邻补角	<b>【性质】对顶角与邻补角</b>	<div class="latex-box box-purple"><ul><li>对顶角相等。</li><li>邻补角互补（和为 \(180^\circ\)）。</li></ul></div>
管理类联考::第六章::同位角、内错角、同旁内角	<b>【定义】三线八角</b>	<div class="latex-box box-purple">两条直线被第三条截：<br>F型（同位）、Z型（内错）、U型（同旁内）。</div>
管理类联考::第六章::垂线性质	<b>【性质】垂线</b>	<div class="latex-box box-purple">1. 过一点有且仅有一条垂线。<br>2. <b>垂线段最短</b>。</div>
管理类联考::第六章::平行线判定	<b>【判定】平行线</b>	<div class="latex-box box-green"><ul><li>同位角相等 \(\implies\) 平行</li><li>内错角相等 \(\implies\) 平行</li><li>同旁内角互补 \(\implies\) 平行</li></ul></div>
管理类联考::第六章::平行线性质	<b>【性质】平行线</b>	<div class="latex-box box-green">平行 \(\implies\) 同位角相等、内错角相等、同旁内角互补。</div>
管理类联考::第六章::三角形内角和	<b>【定理】内角和</b>	<div class="latex-box box-green">三角形内角和 \(A+B+C = 180^\circ\)。</div>
管理类联考::第六章::三角形外角	<b>【定理】外角定理</b>	<div class="latex-box box-green">外角等于不相邻的两个内角之和。</div>
管理类联考::第六章::三角形三边关系	<b>【条件】三边关系</b>	<div class="latex-box box-green">两边之和 > 第三边；两边之差 < 第三边。</div>
管理类联考::第六章::三角形分类	<b>【分类】三角形</b>	<div class="latex-box box-purple">按角：锐角、直角、钝角。<br>按边：不等边、等腰、等边。</div>
管理类联考::第六章::直角三角形性质	<b>【性质】直角三角形</b>	<div class="latex-box box-green">1. 勾股定理 \(a^2+b^2=c^2\)。<br>2. 斜边中线 = 斜边一半。<br>3. 30度角对边 = 斜边一半。</div>
管理类联考::第六章::等腰三角形性质	<b>【性质】等腰三角形</b>	<div class="latex-box box-purple">1. 等边对等角。<br>2. <b>三线合一</b>（底边中线、高、顶角平分线重合）。</div>
管理类联考::第六章::等边三角形性质	<b>【性质】等边三角形</b>	<div class="latex-box box-green">1. 三内角均为 \(60^\circ\)。<br>2. 面积 \(S = \frac{\sqrt{3}}{4}a^2\)。</div>
管理类联考::第六章::三角形中线	<b>【定义】重心</b>	<div class="latex-box box-purple">中线交点叫重心。重心分中线为 2:1。</div>
管理类联考::第六章::三角形角平分线	<b>【定义】内心</b>	<div class="latex-box box-purple">角平分线交点叫内心。内心到三边距离相等。</div>
管理类联考::第六章::三角形高线	<b>【定义】垂心</b>	<div class="latex-box box-purple">高线交点叫垂心。</div>
管理类联考::第六章::垂直平分线	<b>【定义】外心</b>	<div class="latex-box box-purple">中垂线交点叫外心。外心到三顶点距离相等。</div>
管理类联考::第六章::三角形中位线	<b>【定理】中位线</b>	<div class="latex-box box-green">中位线平行于第三边，且等于第三边的一半。</div>
管理类联考::第六章::三角形面积公式（底高）	<b>【公式】面积（底高）</b>	<div class="latex-box box-green">\(S = \frac{1}{2}ah\)</div>
管理类联考::第六章::三角形面积公式（夹角）	<b>【公式】面积（夹角）</b>	<div class="latex-box box-green">\(S = \frac{1}{2}ab\sin C\)</div>
管理类联考::第六章::三角形面积公式（海伦公式）	<b>【公式】海伦公式</b>	<div class="latex-box box-green">\(S = \sqrt{p(p-a)(p-b)(p-c)}\)<br>（\(p\) 为半周长）。</div>
管理类联考::第六章::三角形全等判定	<b>【判定】全等</b>	<div class="latex-box box-green">SSS, SAS, ASA, AAS, HL。</div>
管理类联考::第六章::三角形相似判定	<b>【判定】相似</b>	<div class="latex-box box-green">1. AA。<br>2. 对应边成比例。<br>3. 两边成比例且夹角相等。</div>
管理类联考::第六章::四边形内角和	<b>【定理】四边形角度</b>	<div class="latex-box box-green">内角和 \(360^\circ\)，外角和 \(360^\circ\)。</div>
管理类联考::第六章::多边形内角和	<b>【公式】多边形角度</b>	<div class="latex-box box-green">\(n\) 边形内角和 \((n-2) \cdot 180^\circ\)。</div>
管理类联考::第六章::多边形对角线公式	<b>【公式】对角线数量</b>	<div class="latex-box box-green">\(N = \frac{n(n-3)}{2}\)</div>
管理类联考::第六章::平行四边形定义	<b>【定义】平行四边形</b>	<div class="latex-box box-purple">两组对边分别平行的四边形。</div>
管理类联考::第六章::平行四边形性质	<b>【性质】平行四边形</b>	<div class="latex-box box-purple">对边相等；对角相等；<b>对角线互相平分</b>。</div>
管理类联考::第六章::平行四边形判定	<b>【判定】平行四边形</b>	<div class="latex-box box-green">1. 两组对边平行。<br>2. 一组对边平行且相等。<br>3. 对角线互相平分。</div>
管理类联考::第六章::平行四边形面积	<b>【公式】面积</b>	<div class="latex-box box-green">\(S = ah\)</div>
管理类联考::第六章::矩形定义	<b>【定义】矩形</b>	<div class="latex-box box-purple">有一个角是直角的平行四边形。</div>
管理类联考::第六章::矩形性质	<b>【性质】矩形</b>	<div class="latex-box box-purple">四个角都是直角；<b>对角线相等</b>。</div>
管理类联考::第六章::矩形判定	<b>【判定】矩形</b>	<div class="latex-box box-green">1. 有一个直角的平行四边形。<br>2. 对角线相等的平行四边形。</div>
管理类联考::第六章::矩形面积	<b>【公式】面积</b>	<div class="latex-box box-green">\(S = ab\)</div>
管理类联考::第六章::菱形定义	<b>【定义】菱形</b>	<div class="latex-box box-purple">有一组邻边相等的平行四边形。</div>
管理类联考::第六章::菱形性质	<b>【性质】菱形</b>	<div class="latex-box box-purple">四条边相等；<b>对角线互相垂直</b>。</div>
管理类联考::第六章::菱形判定	<b>【判定】菱形</b>	<div class="latex-box box-green">1. 一组邻边相等的平行四边形。<br>2. 对角线垂直的平行四边形。</div>
管理类联考::第六章::菱形面积	<b>【公式】面积</b>	<div class="latex-box box-green">\(S = \frac{1}{2} d_1 d_2\)</div>
管理类联考::第六章::正方形定义	<b>【定义】正方形</b>	<div class="latex-box box-purple">既是矩形又是菱形的平行四边形。</div>
管理类联考::第六章::正方形性质	<b>【性质】正方形</b>	<div class="latex-box box-purple">四边相等，四角直角，对角线垂直相等且平分。</div>
管理类联考::第六章::正方形判定	<b>【判定】正方形</b>	<div class="latex-box box-green">矩形 + 邻边相等；菱形 + 直角。</div>
管理类联考::第六章::正方形面积	<b>【公式】面积</b>	<div class="latex-box box-green">\(S = a^2 = \frac{d^2}{2}\)</div>
管理类联考::第六章::梯形定义	<b>【定义】梯形</b>	<div class="latex-box box-purple">只有一组对边平行的四边形。</div>
管理类联考::第六章::等腰梯形性质	<b>【性质】等腰梯形</b>	<div class="latex-box box-purple">两腰相等；底角相等；对角线相等。</div>
管理类联考::第六章::等腰梯形判定	<b>【判定】等腰梯形</b>	<div class="latex-box box-green">1. 两腰相等。<br>2. 对角线相等。<br>3. 底角相等。</div>
管理类联考::第六章::梯形面积	<b>【公式】梯形面积</b>	<div class="latex-box box-green">\(S = \frac{(a+b)h}{2}\)</div>
管理类联考::第六章::梯形中位线	<b>【公式】中位线</b>	<div class="latex-box box-green">\(L = \frac{a+b}{2}\)</div>
管理类联考::第六章::弧度与角度换算	<b>【公式】弧度制</b>	<div class="latex-box box-green">\(180^\circ = \pi\) 弧度。</div>
管理类联考::第六章::弧长公式	<b>【公式】弧长</b>	<div class="latex-box box-green">\(l = \alpha r\) （\(\alpha\) 为弧度）。</div>
管理类联考::第六章::扇形面积公式	<b>【公式】扇形面积</b>	<div class="latex-box box-green">\(S = \frac{1}{2}lr = \frac{1}{2}\alpha r^2\)</div>
管理类联考::第六章::垂径定理	<b>【定理】垂径定理</b>	<div class="latex-box box-green">垂直于弦的直径，平分弦，且平分弦对的弧。</div>
管理类联考::第六章::圆心角定理	<b>【定理】圆心角</b>	<div class="latex-box box-purple">等圆中：圆心角相等 \(\iff\) 弧相等 \(\iff\) 弦相等。</div>
管理类联考::第六章::圆周角定理	<b>【定理】圆周角</b>	<div class="latex-box box-green">圆周角等于同弧圆心角的一半。<br>直径对直角。</div>
管理类联考::第六章::圆内接四边形性质	<b>【性质】圆内接四边形</b>	<div class="latex-box box-green">对角互补。</div>
管理类联考::第六章::圆的周长与面积	<b>【公式】圆</b>	<div class="latex-box box-green">\(C = 2\pi r\)<br>\(S = \pi r^2\)</div>
管理类联考::第七章::两点中点坐标	<b>【公式】中点坐标</b>	<div class="latex-box box-green">\((\frac{x_1+x_2}{2}, \frac{y_1+y_2}{2})\)</div>
管理类联考::第七章::两点距离公式	<b>【公式】两点距离</b>	<div class="latex-box box-green">\(d = \sqrt{(x_1-x_2)^2 + (y_1-y_2)^2}\)</div>
管理类联考::第七章::直线的倾斜角与斜率	<b>【定义】斜率</b>	<div class="latex-box box-purple">\(k = \tan \alpha\)<br>\(\alpha \in [0, \pi)\)。</div>
管理类联考::第七章::两点斜率公式	<b>【公式】斜率公式</b>	<div class="latex-box box-green">\(k = \frac{y_2-y_1}{x_2-x_1}\)</div>
管理类联考::第七章::直线方程斜截式	<b>【形式】斜截式</b>	<div class="latex-box box-green">\(y = kx + b\)</div>
管理类联考::第七章::直线方程点斜式	<b>【形式】点斜式</b>	<div class="latex-box box-green">\(y-y_0 = k(x-x_0)\)</div>
管理类联考::第七章::直线方程截距式	<b>【形式】截距式</b>	<div class="latex-box box-green">\(\frac{x}{a} + \frac{y}{b} = 1\)</div>
管理类联考::第七章::直线方程两点式	<b>【形式】两点式</b>	<div class="latex-box box-green">\(\frac{y-y_1}{y_2-y_1} = \frac{x-x_1}{x_2-x_1}\)</div>
管理类联考::第七章::直线方程一般式	<b>【形式】一般式</b>	<div class="latex-box box-green">\(Ax+By+C=0\)</div>
管理类联考::第七章::两直线平行	<b>【条件】平行</b>	<div class="latex-box box-green">\(k_1 = k_2\) 且 \(b_1 \neq b_2\)。</div>
管理类联考::第七章::两直线垂直	<b>【条件】垂直</b>	<div class="latex-box box-green">\(k_1 k_2 = -1\)</div>
管理类联考::第七章::点到直线距离公式	<b>【公式】点到直线</b>	<div class="latex-box box-green">\(d = \frac{|Ax_0+By_0+C|}{\sqrt{A^2+B^2}}\)</div>
管理类联考::第七章::两平行线距离公式	<b>【公式】平行线间距</b>	<div class="latex-box box-green">\(d = \frac{|C_1-C_2|}{\sqrt{A^2+B^2}}\)</div>
管理类联考::第七章::圆的标准方程	<b>【形式】圆标准方程</b>	<div class="latex-box box-green">\((x-a)^2 + (y-b)^2 = r^2\)</div>
管理类联考::第七章::圆的一般方程	<b>【形式】圆一般方程</b>	<div class="latex-box box-green">\(x^2+y^2+Dx+Ey+F=0\)<br>（\(D^2+E^2-4F>0\)）</div>
管理类联考::第七章::直线与圆的位置关系	<b>【关系】直线与圆</b>	<div class="latex-box box-purple">\(d\) 为圆心到直线距离：<br>\(d<r\) 相交；\(d=r\) 相切；\(d>r\) 相离。</div>
管理类联考::第七章::圆与圆的位置关系	<b>【关系】圆与圆</b>	<div class="latex-box box-purple">\(d\) 为圆心距：<br>外离、外切、相交、内切、内含。</div>
管理类联考::第八章::长方体公式	<b>【公式】长方体</b>	<div class="latex-box box-green">\(V = abc\)<br>\(S = 2(ab+bc+ca)\)</div>
管理类联考::第八章::正方体公式	<b>【公式】正方体</b>	<div class="latex-box box-green">\(V = a^3\)<br>\(S = 6a^2\)</div>
管理类联考::第八章::柱体通用公式	<b>【公式】柱体</b>	<div class="latex-box box-green">\(V = Sh\)</div>
管理类联考::第八章::圆柱公式	<b>【公式】圆柱</b>	<div class="latex-box box-green">\(V = \pi r^2 h\)<br>\(S_{\text{侧}} = 2\pi rh\)</div>
管理类联考::第八章::球体公式	<b>【公式】球体</b>	<div class="latex-box box-green">\(V = \frac{4}{3}\pi r^3\)<br>\(S = 4\pi r^2\)</div>
管理类联考::第八章::球截面性质	<b>【性质】球截面</b>	<div class="latex-box box-green">\(R^2 = d^2 + r^2\)</div>
管理类联考::第九章::加法原理	<b>【原理】加法原理</b>	<div class="latex-box box-purple">分类：\(N = m_1 + \dots + m_n\)。</div>
管理类联考::第九章::乘法原理	<b>【原理】乘法原理</b>	<div class="latex-box box-purple">分步：\(N = m_1 \times \dots \times m_n\)。</div>
管理类联考::第九章::排列（阶乘）	<b>【定义】排列</b>	<div class="latex-box box-green">\(A_n^m = \frac{n!}{(n-m)!}\)</div>
管理类联考::第九章::组合数公式	<b>【公式】组合数</b>	<div class="latex-box box-green">\(C_n^m = \frac{n!}{m!(n-m)!}\)</div>
管理类联考::第九章::列举法	<b>【方法】列举法</b>	<div class="latex-box box-purple">穷举所有情况，做到不重不漏。</div>
管理类联考::第九章::取样（组合）	<b>【概念】取样</b>	<div class="latex-box box-purple">不考虑顺序的选取 \(\rightarrow\) 组合。</div>
管理类联考::第九章::分类取样	<b>【方法】分类取样</b>	<div class="latex-box box-purple">先分类，再计算，最后加和。</div>
管理类联考::第九章::排列与顺序	<b>【概念】排列</b>	<div class="latex-box box-purple">考虑顺序的选取 \(\rightarrow\) 排列。</div>
管理类联考::第九章::取排结合	<b>【方法】先取后排</b>	<div class="latex-box box-green">先 \(C\) (选元素)，后 \(A\) (排顺序)。</div>
管理类联考::第九章::反面思维法	<b>【方法】正难则反</b>	<div class="latex-box box-green">总数 - 不满足条件的 = 满足条件的。</div>
管理类联考::第十章::随机事件	<b>【定义】随机事件</b>	<div class="latex-box box-purple">可能发生，也可能不发生的事件。</div>
管理类联考::第十章::必然事件与不可能事件	<b>【定义】确定性事件</b>	<div class="latex-box box-purple">必然事件 \(P=1\)；不可能事件 \(P=0\)。</div>
管理类联考::第十章::古典概型	<b>【定义】古典概型</b>	<div class="latex-box box-green">有限等可能：\(P(A) = \frac{m}{n}\)。</div>
管理类联考::第十章::概率性质	<b>【性质】概率公理</b>	<div class="latex-box box-purple">\(0 \le P \le 1\)<br>\(P(A \cup B) = P(A) + P(B)\) (互斥)</div>
管理类联考::第十章::独立事件定义	<b>【定义】独立事件</b>	<div class="latex-box box-green">\(P(AB) = P(A)P(B)\)</div>
管理类联考::第十章::独立事件常用结论	<b>【结论】独立性</b>	<div class="latex-box box-green">\(A, B\) 独立 \(\iff \bar{A}, \bar{B}\) 独立。</div>
管理类联考::第十章::伯努利公式	<b>【公式】伯努利概型</b>	<div class="latex-box box-green">\(P_n(k) = C_n^k p^k (1-p)^{n-k}\)</div>
管理类联考::第十一章::平均数	<b>【定义】平均数</b>	<div class="latex-box box-purple">\(\bar{x} = \frac{\sum x_i}{n}\)</div>
管理类联考::第十一章::众数	<b>【定义】众数</b>	<div class="latex-box box-purple">出现次数最多的数。</div>
管理类联考::第十一章::中位数	<b>【定义】中位数</b>	<div class="latex-box box-purple">排序后位于中间的数（或中间两数的平均）。</div>
管理类联考::第十一章::极差	<b>【定义】极差</b>	<div class="latex-box box-purple">Max - Min。</div>
管理类联考::第十一章::方差	<b>【定义】方差</b>	<div class="latex-box box-green">\(s^2 = \frac{1}{n} \sum (x_i - \bar{x})^2\)</div>
管理类联考::第十一章::标准差	<b>【定义】标准差</b>	<div class="latex-box box-green">\(s = \sqrt{s^2}\)</div>
管理类联考::第十一章::饼图	<b>【概念】饼图</b>	<div class="latex-box box-purple">表示占比。</div>
管理类联考::第十一章::折线图	<b>【概念】折线图</b>	<div class="latex-box box-purple">表示趋势。</div>
管理类联考::第十一章::直方图	<b>【概念】直方图</b>	<div class="latex-box box-purple">表示分布频率。</div>
